Gene Symbol
AAMDC
AAMP
ABCC1
ABCF1
ABCF2
ABCF3
ABHD11
ABHD17A
ABLIM1
ABT1
ACAA1
ACACB
ACAP1
ACLY
ACP2
ACSF2
ACSM3
ACTBP9 
ACTN4
ACTR1B
ACVR1B
ADAR
ADAT1
ADAT3
ADAT3 
ADCK2
ADCK3
ADCK4
ADCY3
ADM5
ADPRHL2
ADRM1
AES
AGAP3
AHCYL1
AHNAK
AHSA1
AK057657 
AKAP13
AKAP17A
AKR1C1
AKR1C2 
AKT1S1
AL110181 
ALCAM
ALDH2
ALDH4A1
ALDOA
ALG2
ALKBH1
ALKBH7
AMHR2
AMOTL1
ANAPC2
ANGEL1
ANKFN1
ANKRD13D
ANKRD27
ANKS3
ANO1
ANXA1
AP1B1
AP1G1
AP1S1
AP2M1
AP2S1
AP3D1
APBA2
APPBP2
ARAF
ARCN1
ARFGAP2
ARFIP2
ARHGAP12
ARHGAP17
ARHGAP25
ARHGAP4
ARHGAP9
ARHGDIA
ARHGEF1 
ARID1A
ARID5A
ARL17A 
ARMC6
ARMC7
ARPC4
ARPC5L
ARRDC1
ASCC1
ASH1L-AS1
ASNA1
ASNSD1
ASPH
ASPSCR1
ATG101
ATG4B
ATMIN
ATP13A2
ATP2A3
ATP5D
ATP5J2-PTCD1 
ATP6V1E2
ATP6V1G1
ATP8B2
AURKAIP1
AXIN1
B3GAT3
B3GNTL1
B4GALT2
B4GALT7
B9D1
BACE1
BAG2
BAG6
BATF
BAZ1B
BC063675 
BC089413 
BCAP31
BCL7B
BLOC1S3
BNIP1
BOD1
BOLA2 
BRMS1
BTBD6
BTD
BTF3
BTN2A2
C14orf79
C15orf39
C15orf61
C16orf58
C16orf80
C16orf91
C17orf49 
C17orf70
C17orf96
C17orf97
C19orf10
C19orf52
C19orf53
C19orf66
C1orf233
C1orf35
C1orf43
C21orf2
C21orf91
C22orf34
C3orf62 
C5orf45
C5orf63
C6orf47
C6orf52
C8orf76
C9orf116
C9orf142
C9orf156
C9orf16
C9orf69
C9orf89
CABIN1
CABLES1
CACTIN
CACUL1
CALM1
CALU
CANT1
CANX
CAPN1
CAPN10
CAPNS1
CAPRIN1
CARD11
CARD6
CARD9 
CARM1
CASC3 
CASP2
CASP9
CBR3-AS1
CBX4
CC2D1A
CC2D1B
CCDC69
CCDC77
CCDC86
CCDC94
CCNB1IP1
CD2BP2
CD38
CD4
CD69
CD74
CDC26
CDC42SE2
CDIP1
CDK13
CDK3 
CENPT
CERK
CFDP1 
CHD3
CHERP
