Gene Symbol
AB488780
ABCA5
ABCA7
ABCB1 
ABCB4
ABCB7
ABHD3
ABHD5
ABI1
AC004692.5
AC078883.3 
AC092620.2
ACADVL
ACSBG1
ACTR3
ACVR2B
ACYP1
ADAL
ADAM9
ADPRM
AGO2 
AGPAT4
AGPAT4-IT1
AGTPBP1
AHSA2
AHSP
AIDA
AIFM2
AIM1
AK055981
AK055981 
AK057978 
AK096592 
AK7
AKAP10
AKAP7
AKAP9
ALAD
ALAS2
ALG13
ALMS1-IT1
ALOX5
ALS2
ANAPC11
ANK1
ANKH
ANKHD1
ANKHD1 
ANKLE1
ANKMY1
ANKRA2
ANKRD13A
ANKRD13C
ANKRD20A1 
ANLN
AP000347.2
AP006222.2
APOL3
APOL4
AQP1
ARFGAP3
ARFGEF2
ARGLU1
ARHGAP18
ARHGAP23
ARHGAP5
ARHGEF3
ARHGEF7
ARID2
ARID4A
ARL5B
ARL6IP1
ARL6IP5
ARL9
ARMC8
ARMCX3
ARNT
ARPC1A
ARPP19
ARRDC4
ART4
ASAP1-IT1
ASAP1-IT2
ASB1
ASB3 
ASH1L
ASNS
ASPM
ATAD2
ATAD5
ATF6
ATF7IP
ATG16L2
ATP1B1
ATP1B2
ATP5E
ATP5L
ATP7A
ATP8A1
ATP8B1
ATRX
ATXN1L
AX747652
AY940074
AZI2
B3GNT7
B4GALT5
BBIP1
BC047484
BCAP29
BCAS3
BCLAF1
BDP1
BEX1
BGLT3
BLOC1S5 
BLOC1S6
BMPR2
BNIP3
BPTF
BRD1
BRK1
BRMS1L
BRWD1
BSPRY
BTAF1
BTF3L4
BTG3
C10orf12
C10orf88
C11orf30
C11orf54
C11orf96
C12orf57
C16orf52 
C17orf80
C17orf85
C17orf99
C18orf25
C19orf43
C1D
C1GALT1
C1orf213
C2orf69
C4orf29
C5orf24
C5orf30
C5orf42
C5orf51
C6orf48
C6orf89
C7orf73
C9orf38
C9orf72
CA1
CA2
CA3
CABLES2
CAMTA1
CAPN5
CAPRIN2
CAPS2
CAPZA2
CARD8
CARHSP1
CASC5
CASC7
CAT
CBS
CCBL1
CCDC15
CCDC150
CCDC152
CCDC66
CCDC91
CCNA2
CCNE2
CCNF
CCNG1
CCNG2
CCNT2
CCP110
CCPG1 
CCR7
CCRL2
CCSAP
CD2AP
CD58
CDC25C
CDC27
CDCA2
CDH6
CDK1
CDK17
CDK19
CDK5RAP2
CDKN2A
CDKN2C
CDKN3
CDYL2
CEBPZOS
CENPA 
CENPE
CENPN
CENPU
CEP131
CEP152
CEP162
CEP44
CEP57L1
CEP70
